,DateTime,News
63,"20 Sep 19, 08:43","BCA Finance to Issue 1.5T Rupiah of Bonds in Nov.: Prospectus

(Bloomberg) -- Proceeds will be used for working capital, the company says in a prospectus published on Bisnis Indonesia newspaper.
* 367-day, 2- and 3-yr bonds
* Part of 10t rupiah bond program
* Bookbuilding: Sept. 26-Oct. 10
* Est. offering period: Oct. 25-31
* BCA Sekuritas, Danareksa Sekuritas, Mandiri Sekuritas and Trimegah Sekuritas are underwriters"
64,"19 Sep 19, 10:24","Adjustments to our model portfolio:We reduce BMRI by 2%p and add BBCA by 2%p into our model portfolio as we believe that BBCA could better navigate the continued challenging macro backdrop ahead.<
Adjustments to our model portfolio:We reduce BMRI by 2%p and add BBCA by 2%p into our model portfolio as we believe that BBCA could better navigate the continued challenging macro backdrop ahead.<"
65,"19 Sep 19, 09:48","Danareksa Equity Snapshot - BBCA, 19 September 2019
Bank Central Asia(BBCA IJ) Limited upside We reiterate our HOLD call on BBCA with a higherGGM-derived TP of IDR33,000 (implying 4.1x 2020F PBV) as we roll over ourvaluation to next year. BBCA’s loans …"
66,"19 Sep 19, 09:48","Danareksa Equity Snapshot - 19 September 2019
FROM EQUITY RESEARCH Bank Central Asia: Limitedupside (BBCA.IJ IDR. 30,200 HOLD TP IDR. 33,000)We reiterate our HOLD call onBBCA with a higher GGM-derived TP of IDR33,000 (implying 4.1x 2020F PBV) as …"
67,"9 Sep 19, 16:00","Portfolio Action
Adjustments to our model portfolio:We reduce BMRI by 2%p and add BBCA by 2%p into our model portfolio as we believe that BBCA could better navigate the continued challenging macro backdrop ahead.<"
68,"27 Aug 19, 09:08","$TPIA

Jakarta, CNBC Indonesia - Saham PT Chandra Asri Petrochemical Tbk (TPIA) yang naik hingga 8,39% dalam sepekan lalu mendorong kapitalisasi pasar (market cap) emiten petrokimia ini naik menjadi Rp 149,8 triliun.

Angka tersebut menyalip market cap milik PT Gudang Garam Tbk (GGRM) yang sebesar Rp 147,14 triliun, dan PT Bank Negara Indonesia Tbk (BBNI) sebesar Rp 142,2 triliun berdasarkan data kapitalisasi pasar Jumat pekan lalu (23/8/2019).

Adapun untuk posisi pertama masih kokoh ditempati PT Bank Central Asia Tbk () dengan kapitalisasi Rp 739,03 triliun. Untuk posisi kedua masih setia ditempati PT Bank Rakyat Indonesia Tbk (BBRI) dengan nilai kapitalisasi Rp 503,25 triliun."
69,"16 Aug 19, 08:40","PT Valbury Sekuritas Indonesia
Market View

Sentimen pasar dari dalam negeri:
Neraca perdagangan Indonesia mengalami defisit sebesar USD63,5 juta pada Juli 2019 MoM, yang utamanya akibat defisit dari neraca migas USD142 juta. Sedangkan untuk non-migas tercata surplus USD78,9 juta MoM, tetapi secara YTD mengalami defisit USD1,9 miliar. Ekspor Indonesia mengalami kenaikan 31,02% MoM pada Juli 2019, tetapi turun 5,12% YoY. Sedangkan impor juga naik tinggi 34,96% MoM pada Juli 2019, namun turun 15,21% YoY. Defisit neraca dagang Indonesia sebenarnya lebih kecil dibandingkan estimasi sebesar USD200 juta, namun kinerja secara tahunan menunjukkan penurunan, mengindikasikan tantangan global terutama dari perang dagang yang kembali eskalasi. Selain itu, kenaikan secara jangka MoM menunjukkan ekspor yang kembali normal sejalan dengan redanya libur Eid pada Juni. Kendati demikian, defisit transaksi berjalan masih menjadi tantangan pemerintah.



Sentimen pasar dari luar negeri :
Donald Trump mengatakan Ia menantikan pembicaraan dengan Presiden Cina Xi Jinping mengenai kondisi Hong Kong yang masih terus didera demonstrasi besar. Trump juga mengaitkan perundingan dagang dengan masalah Hong Kong yang dipertimbangkan untuk dijadikan syarat. Pernyataan tersebut setelah Cina terlihat menurunkan pasukan militernya ke perbatasan Shenzhen setelah demonstran berkali-kali menguasai bandara. Menurut kami, mengaitkan masalah Hong Kong dengan masalah perang dagang justru akan mempersulit tercapainya kesepakatan, mengingat stance Cina yang keras terhadap wilayah yang dianggap bagian kedaulatannya. Di sisi lain, penundaan tarif dimaksudkan untuk tidak menyakiti pebisnis dan konsumen AS karena 3Q19 secara siklikal akan tinggi seiring adanya Thanksgiving dan Natal. Hal ini mengimplikasikan bahwa AS secara tidak langsung mengakui dampak perang dagang terhadap konsumennya.

Investor global tengah berada di dalam kehati-hatian yang tinggi menyusul inversi kurva yield obligasi AS bertenor 30 tahun dibandingkan dengan tenor lebih rendah seperti obligasi 10 tahun dan 1 tahun yang jatuh dalam titik terendahnya melewati batas psikologis 2,0%. Meskipun masih menjadi perdebatan apakah inversi kurva obligasi menjadi indikator datangnya resesi, namun yang jelas hal ini menunjukkan investor dan ekspektasi investor yang mencari aset safe haven yakni obligasi jangka panjang, sehingga menurunkan yield.



Prediksi IHSG :

Penguatan pasar saham AS pada penutupan Kamis, meredakan sentimen negatif baik pasar domestik maupun Asia. Membaiknya pasar AS diperkirakan dapat mengurangi tekanan bagi saham di BEI dan dapat memberikan ruang bagi IHSG untuk bisa apresiasi pada hari ini.

Perspektif Teknikal
Support Level : 6194/6130/6098
Resistance Level : 6290/6322/6385
Major Trend : Up
Minor Trend : Down
Pattern : Up


Trading Recommendation

: Trading Buy
* Close 73825, TP 74625
* Boleh buy di level 72400-73825
* Resistance di 74625 & support di 72400
* Waspadai jika tembus di 72400
* Batasi resiko di 72200



: Trading Buy
* Close 2330, TP 2380
* Boleh buy di level 2250-2330
* Resistance di 2380 & support di 2250
* Waspadai jika tembus di 2250
* Batasi resiko di 2220



: Trading Buy
* Close 1920, TP 1955
* Boleh buy di level 1870-1920
* Resistance di 1955 & support di 1870
* Waspadai jika tembus di 1870
* Batasi resiko di 1850



: Trading Buy
* Close 1975, TP 1995
* Boleh buy di level 1940-1975
* Resistance di 1995 & support di 1940
* Waspadai jika tembus di 1940
* Batasi resiko di 1925



: Trading Buy
* Close 30000, TP 30225
* Boleh buy di level 29525-30000
* Resistance di 30225 & support di 29525
* Waspadai jika tembus di 29525
* Batasi resiko di 29400



INTP: Trading Buy
* Close 21875, TP 22300
* Boleh buy di level 21325-21875
* Resistance di 22300 & support di 21325
* Waspadai jika tembus di 21325
* Batasi resiko di 21150



Ket. TP : Target Price



WATCHING ON SCREEN;

KLBF, WTON, INCO, TINS, WSKT, PGAS.



(Disclaimer ON)"
70,"12 Aug 19, 08:49","PT. Valbury Sekuritas Indonesia
Market View

Sentimen pasar dari dalam negeri:
Defisit transaksi berjalan Indonesia meningkat menjadi 3,04% dari Produk Domestik Bruto (PDB) atau sebesar USD 8,44 miliar pada kuartal II 2019, dari USD 6,96 miliar pada kuartal I 2019, karena penurunan kinerja ekspor ditambah faktor musiman repatriasi dividen atau pembagian keuntungan perusahaan ke luar negeri di paruh II tahun ini. Defisit transaksi berjalan yang melebar defisit menjadi USD2 dua miliar di kuartal II 2019. Pos perdagangan barang dan pendapatan primer adalah dua komponen yang paling menekan transaksi berjalan pada kuartal II-2019. Namun, secara tahun berjalan NPI mencatatkan surplus USD 0,4 miliar. Defisit transaksi berjalan melebar membuat rentan bagi pasar saham.

Pemerintah menyebutkan bahwa perlambatan investasi Indonesia dikarenakan ekonomi Indonesia masih belum efisien yang ditandai dengan ratio Incremental Capital Output Ratio (ICOR) Indonesia yang juga belum menunjukan peranannya. Kendari ICOR Indonesia berada di atas rata-rata negara Asia yakni di kisaran 6% namun jauh dibandingkan dengan Cina di atas 8%. Pertumbuhan Cina menjadi tinggi karena produksi output yang dihasilkan jauh lebih rendah dari input yang masuk. Faktor fundamental yang mempengaruhi ICOR Indonesia adalah Sumber Daya Mansuia (SDM), terkendala masalah pendidikan relatif rendah dan skill terbatas. ICOR sendiri merupakan rasio penambahan modal dengan penambahan pengeluaran.


Sentimen pasar dari luar negeri :
Pertarungan perdagangan yang semakin meningkat antara Amerika Serikat (AS) dengan Cina kemungkinan berlanjut hingga pemilihan 2020, jika masih berlanjut kondisi ini akan menghambat ekonomi AS dan berpotensi membahayakan pemilihan ulang Presiden Trump. Meskipun Trump sendiri menginginkan kesepakatan dan AS masih berupaya untuk menjadi tuan rumah perunding Cina pada bulan September. Dikhawatirkan perang dagang akan melemahkan ekonomi AS yang pada akhirnya dapat merusak pasar saham global.

Di pihak lain, dikabarkan pemerintah Amerika Serikat (AS) menunda keputusan mengenai lisensi bagi perusahaan-perusahaan AS untuk memulai kembali bisnis mereka dengan Huawei Technologies. Nampaknya langkah itu AS tersebut diambil setelah pemerintah Cina menyatakan menghentikan pembelian barang-barang pertanian dari AS. Sebelumnya Trump mengatakan beberapa pembatasan terhadap Huawei akan dilonggarkan.



Prediksi IHSG :

Dengan pertimbangan faktor di atas terutama berkenaan dengan perang dagang AS dengan Cina, diperkirakan IHSG pada pekan ini rentan terkoreksi dengan pola gerak indeks BEI ini mixed.

Perspektif Teknikal
Support Level : 6269/6255/6230
Resistance Level : 6307/6333/6346
Major Trend : Up
Minor Trend : Up
Pattern : Down to up


Trading Recommendation

: Trading Buy
* Close 11300, TP 11525
* Boleh buy di level 11225-11300
* Resistance di 11525 & support di 11225
* Waspadai jika tembus di 11225
* Batasi resiko di 11100



: Trading Buy
* Close 1985, TP 2020
* Boleh buy di level 1960-1985
* Resistance di 2020 & support di 1960
* Waspadai jika tembus di 1960
* Batasi resiko di 1945



: Trading Buy
* Close 3250, TP 3310
* Boleh buy di level 3150-3250
* Resistance di 3310 & support di 3150
* Waspadai jika tembus di 3150
* Batasi resiko di 3110



: Trading Buy
* Close 1065, TP 1090
* Boleh buy di level 1025-1065
* Resistance di 1090 & support di 1025
* Waspadai jika tembus di 1025
* Batasi resiko di 1015



: Trading Buy
* Close 955, TP 1015
* Boleh buy di level 870-955
* Resistance di 1015 & support di 870
* Waspadai jika tembus di 870
* Batasi resiko di 840



BRPT: Trading Buy
* Close 785, TP 810
* Boleh buy di level 760-785
* Resistance di 810 & support di 760
* Waspadai jika tembus di 760
* Batasi resiko di 730



Ket. TP : Target Price



WATCHING ON SCREEN;

SMGR, INTP, KLBF, PTPP, BMRI, .



(Disclaimer ON)"
71,"2 Aug 19, 09:13","PT. Valbury Sekuritas Indonesia
Market View

Sentimen pasar dari dalam negeri:
IMF menilai perekonomian Indonesia menunjukkan kinerja yang baik dengan pertumbuhan ekonomi stabil dan makro ekonomi yang terjaga. Selain itu, IMF menilai kebijakan yang diterapkan oleh Bank Indonesia, pemerintah, dan otoritas terkait telah berhasil memitigasi dampak tekanan eksternal yang terjadi sejak awal 2018. IMF mengapresiasi upaya perbaikan infrastruktur, penyederhanaan regulasi, serta reformasi di sektor pendidikan dan kesehatan. Ke depan. Bahkan, IMF menilai prospek perekonomian Indonesia tetap menjanjikan, meski juga menekankan perlunya menjaga kewaspadaan terhadap risiko khususnya dari eksternal yang masih mengemuka. IMF juga menekankan pentingnya melanjutkan reformasi struktural, khususnya yang terkait dengan implementasi strategi penerimaan jangka menengah panjang dan pendalaman pasar keuangan.

Inflasi Juli 2019 tercatat sebesar 0,31% MoM dan sebesar 3,32% YoY serta inflasi tahun kalender sebesar 2,36% Ytd. Penyebab utama inflasi kenaikan harga cabai merah, cabai rawit, harga emas, dan uang masuk Sekolah Menengah Atas (SMA). Sementara yang menyebabkan deflasi bawang merah, bawang putih, dan penurunan tarif angkutan darat, angkutan udara, angkutan antarkota, maupun kereta api.

Rapat Komite Stabilitas Sistem Keuangan (KSSK) menyimpulkan Stabilitas Sistem Keuangan triwulan II 2019 terjaga dengan baik. Untuk growth semester II 2019 pemerintah akan memacu investasi, ekspor serta mendukung bidang pariwisata. Selain itu, kebijakan fiskal dan moneter yang relatif longgar diterapkan pemerintah dilakukan untuk terus mendorong pertumbuhan dan pengembangan dunia usaha. Demikian dengan berbagai kebijakan yang berpihak pada inovasi, pemerintah terus mendorong dunia usaha untuk terus melakukan terobosan baru yang mampu memberikan keunggulan kompetitif.



Sentimen pasar dari luar negeri :
Keputusan The Fed menurunkan suku bunga 25 bps belum memberikan kepuasan bagi Presiden AS, Donald Trump. Sepertin dalam pernyataannya mengatakan Gubernur Jerome Powell telah mengecewakan banyak pihak dengan strategi suku bunga yang kurang agresif untuk melawan risiko perang dagang dan mata uang. Selain itu Trump juga mengomentari pidato Powell bahwa seharusnya memberikan kepastian tentang pemotongan suku bunga lanjutan, di mana dalam pidatornya Powell justru memberikan kesan bahwa ada opsi lain untuk menyelamatkan ekonomi selain dengan memangkas suku bunga. Trump menghendai agar The Fed harus mendukung upaya pemerintahannya untuk menjadikan Amerika lebih kompetitif di antara saingannya seperti Cina dan sekutu di Eropa.



Prediksi IHSG :

Kabar dari dalam negeri yang menjadi sentimen positif bagi pasar, masih terkendala faktor luar terutama dari AS setelah keputusan The Fed. Bauran sentimen ini dapat mendorong IHSG bergerak mixed dengan peluang masih melemah terbatas pada perdagangan hari ini.

Perspektif Teknikal
Support Level : 6368/6354/6336
Resistance Level : 6400/6418/6432
Major Trend : Up
Minor Trend : Up
Pattern : Down to up


Trading Recommendation

: Trading Buy
* Close 7025, TP 7200
* Boleh buy di level 6975-7025
* Resistance di 7200 & support di 6975
* Waspadai jika tembus di 6975
* Batasi resiko di 6900



: Trading Buy
* Close 13050, TP 13200
* Boleh buy di level 12800-13050
* Resistance di 13200 & support di 12800
* Waspadai jika tembus di 12800
* Batasi resiko di 12725



: Trading Buy
* Close 2730, TP 2750
* Boleh buy di level 2710-2730
* Resistance di 2750 & support di 2710
* Waspadai jika tembus di 2710
* Batasi resiko di 2700



: Trading Buy
* Close 1500, TP 1525
* Boleh buy di level 1450-1500
* Resistance di 1525 & support di 1450
* Waspadai jika tembus di 1450
* Batasi resiko di 1435



CTRA: Trading Buy
* Close 1250, TP 1265
* Boleh buy di level 1220-1250
* Resistance di 1265 & support di 1220
* Waspadai jika tembus di 1220
* Batasi resiko di 1210



NIKL: Trading Buy
* Close 1500, TP 1600
* Boleh buy di level 1365-1500
* Resistance di 1600 & support di 1365
* Waspadai jika tembus di 1365
* Batasi resiko di 1340



Ket. TP : Target Price



WATCHING ON SCREEN;

AALI, INTP, KLBF, GGRM, TLKM, .,



(Disclaimer ON)"
72,"31 Jul 19, 10:12","Mirae Asset Sekuritas Indonesia Company UpdateBank Central Asia (BBCA IJ) - 2Q19 review: Wonderful progression by Lee Young Jun (lee.youngjun@miraeasset.co.id) Jul 25, 2019Bank Central Asia (BBCA
Mirae Asset Sekuritas Indonesia Company UpdateBank Central Asia (BBCA IJ) - 2Q19 review: Wonderful progression by Lee Young Jun (lee.youngjun@miraeasset.co.id) Jul 25, 2019Bank Central Asia (BBCA"
73,"31 Jul 19, 09:24","BBCA 1H19 - MNC Sekuritas Equity Report
PT Bank Central Asia Tbk (BBCA)Banking Sector Decent Performance yet High ValuationSlightly Burdened Bottom LineBBCA managed to book..."
74,"25 Jul 19, 11:00","Bank Central Asia (BBCA IJ) - 2Q19 review: Wonderful progression
Mirae Asset Sekuritas Indonesia Company UpdateBank Central Asia (BBCA IJ) - 2Q19 review: Wonderful progression by Lee Young Jun (lee.youngjun@miraeasset.co.id) Jul 25, 2019Bank Central Asia (BBCA"
75,"25 Jul 19, 09:58","Danareksa Sekuritas
Bank Central Asia: Stable performance
($BBCA IJ. IDR 31,250 http://bit.ly/2BTSYas IDR 28,000)

We reiterate our HOLD call on BBCA, noting its premium valuation
at 4.4x 2019F P/BV following the release of the 1H19 results with
net profits of IDR12.9tn (44.2% of our FY19F). Looking ahead, we
see limited room for further NIM expansion given the recent policy
rate cut. BBCA also aims to maintain ample liquidity by only
targetting 8-10% loans growth this year. Nonetheless, we estimate
11.3% yoy loans growth supported by corporate loans growth of
13.8% yoy based on our forecast."
76,"25 Jul 19, 09:35","Samuel Daily Report 25 July 2019

Highlights:
* $UNTR: Operational Updates 6M19
* Auto: 2 Aturan Terkait Mobil Listrik Terbit Pekan Ini
* $TPIA: Berkolaborasi dengan 2 Perusahaan Internasional
* $BBCA: Laba bersih 1H19 tumbuh +12,6% yoy menjadi Rp 12,9 triliun



Minim sentimen, IHSG diperkirakan kembali tertekan
Earnings season yang sudah dimulai di US masih menjadi sentimen penggerak pasar US. DJIA melemah tertekan oleh kinerja Boeing dan Caterpillar yang kurang menggembirakan. Tekanan juga dihadapi perusahaan teknologi US yang sedang diinvestigasi terhadap isu privasi serta regulasi yang sedang di rumuskan oleh kongres.

Bursa saham merespon sentimen bervariasi, DJIA turun -0,29% menjadi 27.269 sementara Nasdaq menguat +0,85% menjadi 8.321 diikuti S&P500 naik +0,47% menjadi 3.019. Indeks EIDO bergerak flat (-0,02%) dengan bursa Asia pagi ini mixed, Nikkei +0,33% sementara Kospi -0,1%.

Harga minyak dunia turun seiring pemotongan produksi US menghadapi Hurricane Barry. WTI naik +0,2% menjadi $55,9/barrel diikuti Brent +0,08% menjadi $63,2/barrel. IHSG pada Rabu kemarin melemah -0,29% menjadi 6.385 dengan pemberat indeks terbesar adalah Sektor Infrastruktur dan saham TLKM, FREN dan BBRI. Net sell asing pada pasar regular mencapai Rp 342,2 miliar dengan nilai tukar melemah di Rp 13.997/USD.

IHSG hari ini kami perkirakan berpotensi melanjutkan pelemahannya seiring minimnya sentimen baik dari global maupun domestik. Pertemuan Presiden Joko Widodo dengan kolega politik kemarin sudah cukup di priced in oleh investor dengan langkah selanjutnya adalah program pertumbuhan ekonomi pemerintah."
77,"25 Jul 19, 09:24","Danareksa Equity Snapshot - BBCA, 25 Juli 2019
Bank Central Asia(BBCA IJ) Stable performance We reiterate ourHOLD call on BBCA, noting its premium valuation at 4.4x 2019F P/BV following the release of the 1H19 results with netprofitsof IDR12.9tn (…"
78,"25 Jul 19, 09:12","Danareksa Equity Snapshot - 25 Juli 2019
FROM EQUITY RESEARCHBank Central Asia: Stable performance (BBCA IJ. IDR 31,250 http://bit.ly/2BTSYas IDR 28,000)We reiterate our HOLD call on BBCA, noting its premium valuation at 4.4x 2019F P/BV following the rel…"
79,"25 Jul 19, 08:47","Laba BCA Melesat, Danamon Tersendat

$BBCA $BDMN"
80,"25 Jul 19, 08:41","IHSG: 6384.99
Indeks Dow Jones dan Nasdaq pada perdagangan semalam ditutup mixed dimana indeks Dow Jones melemah -0.29% sedangkan indeks Nasdaq ditutup menguat 0.85%. Pergerakan indeks global yang mixed karena pasar lebih didominasi oleh sentimen laporan keuangan emiten yang mixed. Indeks Nasdaq menguat akibat kinerja Texas Instrument, AT&T dan UPS yang membukukan kinerja laba diatas ekspektasi analis. Investor juga mencermati saham big tech seperti Facebook, Amazon dan Alphabet seiring meningkatnya tekanan regulasi AS menyusul denda sebesar US$5 miliar yang dijatuhkan kepada Facebook. Saham Facebook sempat melemah namun akhirnya rebound dan ditutup menguat tipis sehingga turut mendukung penguatan indeks Nasdaq. Sementara itu, Indeks Dow Jones melemah seiring kinerja laba Caterpilar dan Boeing yang mengecewakan investor. Pergerakan indeks global yang mixed dan didominasi oleh sentimen kinerja emiten sehingga diperkirakan pengaruhnya cenderung netral terhadap indeks BEI hari ini.

Aspek teknikal, indeks pada perdagangan hari ini diperkirakan akan bergerak netral dan bertahan diatas garis MA-20 harinya. Indeks yang sudah melemah sebanyak tiga hari perdagangan sebelumnya berpeluang untuk mengalami rebound pada perdagangan hari ini dengan range perdagangan berada di rentang 6345-6435.

Rekomendasi Harian

ASII – BUY

Harga ditutup menguat sehingga aksi beli dapat dilakukan di level Rp7,150 dengan target keuntungan di level Rp7650.

ELSA – BUY

Harga mengalami rebound sehingga aksi beli dapat dilakukan di level Rp372 dengan target keuntungan di level Rp394.


Berita Korporasi
: Penjualan alat berat Perseroan pada bulan Juni 2019 sebesar 186 unit sehingga penjualan 1H19 turun 20% menjadi sebanyak 1,917 unit vs 1H18 sebanyak 2,400 unit.

: Pendapatan bunga bersih 1H19 naik 13% menjadi Rp24.63 triliun vs 1H18 sebesar Rp21.78 triliun. Laba bersih 1H19 naik 13% menjadi Rp12.9 triliun vs 1H18 sebesar Rp11.4 triliun.

mendapatkan pinjaman dari Bank China Construction Tbk (MCOR) senilai Rp278.17 miliar.

akan melunasi utang senilai US$115 juta kepada Caravaggio Holdings Ltd dan New Ascend Ltd.

: Fitch Rating menetapkan peringkat utang jangka panjang Perseroan pada level AA(idn) untuk program obligasi berkelanjutan sebesar Rp2 triliun dan obligasi unsecured sebesar Rp550 miliar.

BJBR: Pendapatan bunga bersih 1H19 turun 6.3% menjadi Rp2.97 triliun vs 1H18 sebesar Rp3.17 triliun. Laba bersih 1H19 turun 11% menjadi Rp799.9 miliar vs 1H18 sebesar Rp901 miliar.

BTPS: Pendapatan setelah distribusi bagi hasil 1H19 naik 24% menjadi Rp1.81 triliun vs 1H18 sebesar Rp1.45 triliun. Laba bersih 1H19 naik 35.8% menjadi Rp609.7 miliar vs 1H18 sebesar Rp448.77 miliar.

BDMN: Pendapatan bunga bersih 1H19 turun 1.5% yoy menjadi Rp7.09 triliun vs 1H18. Laba bersih 1H19 turun 10% yoy menjadi Rp1.8 triliun vs 1H18 sebesar Rp2.01 triliun.

Info lengkap baca UOBKH retail monitor

Please click here for full disclosures/disclaimers:"
81,"24 Jul 19, 08:12","Mirae Asset Sekuritas Indonesia Company ReportBank Central Asia (BBCA IJ) - 2Q19 preview: Profitable growth by Lee Young Jun (lee.youngjun@miraeasset.co.id)Jul 18, 2019Bank Central Asia (BBCA IJ)
Mirae Asset Sekuritas Indonesia Company ReportBank Central Asia (BBCA IJ) - 2Q19 preview: Profitable growth by Lee Young Jun (lee.youngjun@miraeasset.co.id)Jul 18, 2019Bank Central Asia (BBCA IJ)"
82,"23 Jul 19, 08:57","PT Valbury Sekuritas Indonesia
Market View

Sentimen pasar dari dalam negeri:
Pertumbuhan ekonomi Indonesia sepanjang tahun 2019 diproyeksi sebesar 5,2%, atau lebih rendah daripada asumsi dalam APBN yang sebesar 5,3%. Sementara itu, pemerintah memperkirakan pertumbuhan ekonomi semester II akan lebih tinggi dibandingkan semester I, karena didukung oleh kinerja perdagangan internasional yang diharapkan membaik. Selain itu, keberlanjutan dukungan pemerintah dalam meningkatkan daya saing dan daya tarik investasi serta terjaganya stabilitas makro diharapkan memberi dorongan pada perekonomian semester II, meski di tengah risiko ketidakpastian ekonomi global. Kendati demikian secara keseluruhan, pertumbuhan ekonomi Indonesia tahun ini masih berada di bawah target yaitu hanya 5,2%. Dari sisi eksper diperkirakan masih sulit sebagai faktor pendorong pertumbuhan, karena kinerja ekspor masih akan sangat dipengaruhi oleh suasana perekonomian global yang diperkirakan melambat.

Sisi lain, pemerintah memprediksi pada semester II 2019 ada penambahan utang baru hingga mencapai Rp 193,4 triliun. Diperkirakan utang mencapai Rp 373,9 triliun atau lebih tinggi dari target dalam APBN 2019 sebesar Rp 359,3 triliun hingga akhir 2019. Peningkatan utang seiring dengan perkiraan realisasi defisit anggaran hingga akhir tahun dengan defisit yang diperkirakan sebesar Rp 310,8 triliun atau sekitar 1,93% terhadap produk domestik bruto (PDB). Defisit tersebut lebih tinggi dari rencana di APBN tahun 2019 sebesar 1,84% terhadap PDB. Penyebab meningkatnya utang karena output dari defisit lebih tinggi.



Sentimen pasar dari luar negeri :
Ketegangan di Timur Tengah kian meningkat setelah Iran menyita tanker minyak berbendera Inggris di Selat Hormuz. Langkah Iran tersebut sebagai balasan karena sebelumnya Inggris merebut kapal Iran pada bulan ini. Inggris dikabarkan tengah mempertimbangkan langkah selanjutnya dengan beberapa keputusan pilihan yang bijak setelah mempelajari rekaman ketika militer Iran menantang kapal perang Inggris dan merebut kapal taker. Perdana Menteri Theresa May akan memimpin pertemuan komite tanggap darurat Inggris untuk membahas krisis. Ditengah ketegangan yang semakin tinggi di Timur Tengah akan mendorong potensi kenaikan harga minyak dunia.

Dari AS, Presiden Federal Reserve New York John Williams menghidupkan kembali harapan pengurangan suku bunga yang besar pada pertemuan kebijakan the Fed berikutnya. Pernyataan Wiilian ini ditanggapi oleh Trump yang menyebutkan menyukai pernyataannya.



Prediksi IHSG :

Pesimistis terhadap target pertumbuhan ekonomi untuk bisa tercapai dan bersamaan pula dengan sentimen negatif eksternal atas kekhawatiran ketegangan di Timur Tengah dapat mendorong IHSG kembali rawan terkoreksi pada perdagangan saham hari ini. Disamping itu, saham AS yang menguat terbatas pada Senin hanya menjadi katalis minor untuk bisa menggairahkan pasar Asia.

Perspektif Teknikal
Support Level : 6413/6393/6365
Resistance Level : 6461/6489/6509
Major Trend : Up
Minor Trend : Up
Pattern : Down to up


Trading Recommendation

: Trading Buy
* Close 7100, TP 7250
* Boleh buy di level 7050-7100
* Resistance di 7250 & support di 7050
* Waspadai jika tembus di 7050
* Batasi resiko di 6975



: Trading Buy
* Close 960, TP 975
* Boleh buy di level 930-960
* Resistance di 975 & support di 930
* Waspadai jika tembus di 930
* Batasi resiko di 920



: Trading Buy
* Close 2130, TP 2160
* Boleh buy di level 2100-2130
* Resistance di 2160 & support di 2100
* Waspadai jika tembus di 2100
* Batasi resiko di 2080



: Trading Buy
* Close 406, TP 420
* Boleh buy di level 396-406
* Resistance di 420 & support di 396
* Waspadai jika tembus di 396
* Batasi resiko di 392



: Trading Buy
* Close 3860, TP 3900
* Boleh buy di level 3790-3860
* Resistance di 3900 & support di 3790
* Waspadai jika tembus di 3790
* Batasi resiko di 3750



CTRA: Trading Buy
* Close 1200, TP 1215
* Boleh buy di level 1180-1200
* Resistance di 1215 & support di 1180
* Waspadai jika tembus di 1180
* Batasi resiko di 1170


Ket. TP : Target Price


WATCHING ON SCREEN;
MEDC, PTBA, WTON, ASII, , BMRI,



(Disclaimer ON)"
83,"18 Jul 19, 09:37","Samuel Daily Report 18 July 2019

Highlights
· $BMRI: Laba bersih di 1H19 tumbuh +11,1% yoy menjadi Rp 13,5 triliun
· $JSMR: Jasa Marga Terbitkan Sukuk Rp 785 M
· Sektor Coal: Likuiditas Emiten Batubara Diragukan
· $INDY: Indika akan Buyback Obligasi Global US$ 215 Juta
· $ASII: Mengaspal di Jalan Terjal


Ekspektasi Pemotongan 7DRRR, IHSG diperkirakan Berbalik Menguat
Earnings season yang sudah dimulai di US diawali dengan data yang kurang menggembirakan. Saham perusahaan kereta api CSX turun -10% dalam sehari seiring ekspektasi penurunan revenue 1%-2%, Bank of America juga mengindikasikan concern terhadap potensi efek penurunan Fed Rate terhadap pertumbuhan NIM. Sementara isu diskusi dagang US-China juga masih mendominasi pasar.

Bursa saham merespon sentimen dengan negatif, S&P500 turun -0,65% menjadi 2.984 diikuti Nasdaq melemah -0,46% menjadi 8.185 serta DJIA yang turun -0,42% menjadi 27.218. Indeks EIDO melemah (-0,6%) dengan bursa Asia pagi ini melemah, dimana Nikkei -0,88% dan Kospi -0,23%. Harga minyak dunia turun seiring produsen US menambah inventory. WTI turun -0,44% menjadi $56,5/barrel diikuti Brent -0,24% menjadi $63,5/barrel. IHSG pada Rabu kemarin melemah -0,11% menjadi 6.394 dengan pemberat indeks terbesar adalah Industri Dasar dan saham , BMRI serta ASII. Net sell asing pada pasar regular mencapai Rp 576,6 miliar dengan nilai tukar melemah di Rp 13.983/USD.

Hari ini akan ada rilis hasil Rapat Dewan Gubernur (RDG) BI mengenai penetapan 7DRRR yang di ekspektasi investor akan turun 25bps menjadi 5,75%. Kami menilai, konfirmasi atas hasil meeting RDG BI nanti siang berpotensi mendorong saham perbankan dan properti yang akan cukup terpengaruh terhadap tingkat suku bunga. Minggu ini juga telah dimulai earnings season 2Q19 yang berpotensi mendorong penguatan IHSG."
84,"18 Jul 19, 08:12","Bank Central Asia (BBCA IJ) - 2Q19 preview: Profitable growth
Mirae Asset Sekuritas Indonesia Company ReportBank Central Asia (BBCA IJ) - 2Q19 preview: Profitable growth by Lee Young Jun (lee.youngjun@miraeasset.co.id)Jul 18, 2019Bank Central Asia (BBCA IJ)"
