,DateTime,News
10,"28 Apr 20, 09:25","Good Morning

IMC Market Update
4/28/2020 4:21:59

Index Price Change Change %
LQ45 663,70 6,06 0,91 %
IDX 4496,06 17,08 0,38 %
EIDO 15,12 0,32 2,12 %
EEM 35,58 0,72 2,02 %

IDX ALL MARKET
Value (IDR) 5.35 T
Foreign 45.59% FBuy FSell
2.18 T 2.7 T

Domestik 54.41% DBuy DSell
3.17 T 2.65 T

INDEX

Index Price Change Change %
NI225 19262,00 521,22 2,71 %
HSI 23831,33 448,81 1,88 %
KOSPI 1889,01 33,76 1,79 %

Index Price Change Change %
DOW 23775,27 358,51 1,51 %
NAS 8634,52 95,64 1,11 %
S&P 2836,74 41,74 1,47 %

Index Price Change Change %
FTSE 5752,23 94,56 1,64 %
DAX 10336,09 323,9 3,13 %
CAC 4393,31 111,95 2,55 %

VIX 35,93 -2,64 -7,35 %
DJUSCL 4,90 0,39 7,96 %

The 6 biggest market weights IDX

Saham Price Change Change %
BBCA 24600 200 0,81 %
BBRI 2630 30 1,14 %
TLKM 3090 60 1,94 %
7500 0 0 %
BMRI 4280 -130 -3,04 %
HMSP 1520 15 0,99 %

FUTURES MARKET

Index Price Change Change %
NI225 F 19,785.0 +355.0 +1.83%
HSI F 24,299.5 +580.5 +2.45%

Index Price Change Change %
DOW F 24,007.0 +349.0 +1.48%
S&P F 2,867.25 +37.75 +1.33%
NAS F 8,817.88 +48.88 +0.56%

Index Price Change Change %
DAX F 10,677.6 +335.1 +3.24%
CAC F 4,490.0 +125.0 +2.86%
FTSE F 5,845.1 +54.5 +0.94%

Comm Price Change Change %
Gold 1,724.20 -11.40 -0.66%
Silver 15.300 +0.037 +0.24%
Oil 12.91 -4.03 -23.79%

Happy Trading
GMT Institute
Investment Management Course ( IMC)
CF"
11,"24 Apr 20, 13:46","Samuel Daily Report 24 April 2020

Highlights
* Cement : Produsen Semen Bertahan Dengan Efisiensi

Komoditas menjadi pendorong, IHSG berpotensi melanjutkan penguatan

Mayoritas bursa AS ditutup kembali melemah. S&P500 -0.05%; Nasdaq -0.01% namun DJIA +0.17% ke level 23,515. Pasar merespon negatif atas masih lambatnya progress hasil penelitan AS untuk menghasilkan antivirAS covid-19. Sementara itu, rilis data terkini Initial Jobless Claims AS per 18 Apr-20 tercatat sebanyak 4.4 juta pekerja (Mar-20 5.3 juta; cons 4.2 juta). Bursa Eropa masih menguat merespon penguatan harga komoditas. DAX Frankfurt +0.95%; FTSE London +0.97%; dan CAC Paris +0.89%. Harga minyak WTI masih berada pada level $17.4 dengan Brent $22.3 dan emas $1,749.

Indeks EIDO menguat +1.32% dan IHSG Kamis ditutup +0.57% menjadi 4,593 dengan pendorong terbesar adalah Sektor Consumer serta saham , BRPT, dan ASII. Net sell asing pada pasar regular mencapai IDR 184.6 miliar. IHSG pada minggu ini secara akumulatif (senin-kamis) melemah -0.87% dan net sell pada pasar regular IDR 1.5T dengan mayoritas movers adalah saham banks dan FMCG.

Kami menilai IHSG hari ini berpotensi kembali melanjutkan penguatannya masih ditopang oleh sentimen global yaitu penguatan harga komoditas minyak dan emas. Foreign net buy pada minggu ini di dominasi oleh saham banks dan consumer goods."
12,"23 Apr 20, 09:08","Good Morning

IMC Market Update
4/23/2020 8:22:25

Index Price Change Change %
LQ45 667,63 14,77 2,21 %
IDX 4501,92 65,64 1,46 %
EIDO 14,72 0,47 3,19 %
EEM 34,81 0,95 2,73 %

INDEX

Index Price Change Change %
NI225 19137,95 161,7 0,84 %
HSI 23793,55 99,81 0,42 %
KOSPI 1896,15 12,62 0,67 %

Index Price Change Change %
DOW 23018,88 456,94 1,99 %
NAS 8263,23 232,15 2,81 %
S&P 2736,56 62,75 2,29 %

Index Price Change Change %
FTSE 5641,03 129,6 2,30 %
DAX 10249,85 165,18 1,61 %
CAC 4357,46 54,34 1,25 %

VIX 45,41 -3,43 -7,55 %
DJUSCL 6,16 0 0 %

The 6 biggest market weights IDX

Saham Price Change Change %
BBCA 25800 -75 -0,29 %
BBRI 2720 70 2,57 %
TLKM 3070 90 2,93 %
6925 175 2,53 %
BMRI 4350 140 3,22 %
HMSP 1570 5 0,32 %

FUTURES MARKET

Index Price Change Change %
NI225 F 19,352.5 +119.5 +0.62%
HSI F 24,048.0 +142.0 +0.59%

Index Price Change Change %
DOW F 23,368.5 +12.5 +0.05%
S&P F 2,791.12 +2.62 +0.09%
NAS F 8,644.62 +6.62 +0.08%

Index Price Change Change %
DAX F 10,447.2 +8.2 +0.08%
CAC F 4,394.8 +65.8 +1.52%
FTSE F 5,760.2 -8.9 -0.15%

Comm Price Change Change %
Gold 1,735.90 -2.40 -0.14%
Silver 15.275 -60 -0.39%
Oil 14.21 +0.43 +3.12%


GMT Institute
Investment Management Course ( IMC)
CF"
13,"22 Apr 20, 09:22","Good Morning

IMC Market Update
4/22/2020 8:31:14

Index Price Change Change %
LQ45 682,85 -15,22 -2,23 %
IDX 4575,91 -73,99 -1,62 %
EIDO 15,21 -0,49 -3,22 %
EEM 35,80 -0,99 -2,77 %

INDEX

Index Price Change Change %
NI225 19280,78 -319,11 -1,66 %
HSI 23793,55 -253,01 -1,06 %
KOSPI 1879,38 -29,27 -1,56 %

Index Price Change Change %
DOW 23650,44 -631,56 -2,67 %
NAS 8560,73 -297,5 -3,48 %
S&P 2823,16 -86,6 -3,07 %

Index Price Change Change %
FTSE 5812,83 -171,8 -2,96 %
DAX 10675,90 -426,05 -3,99 %
CAC 4528,30 -170,84 -3,77 %

VIX 43,83 1,58 3,6 %
DJUSCL 6,41 -0,25 -3,9 %

The 6 biggest market weights IDX

Saham Price Change Change %
BBCA 26775 -975 -3,64 %
BBRI 2780 -60 -2,16 %
TLKM 3120 -50 -1,6 %
7000 -75 -1,07 %
BMRI 4370 -20 -0,46 %
HMSP 1590 -20 -1,26 %

FUTURES MARKET

Index Price Change Change %
NI225 F 19,027.5 +2.5 +0.01%
HSI F 23,554.5 +122.0 +0.52%

Index Price Change Change %
DOW F 22,997.0 +68.0 +0.30%
S&P F 2,741.38 +9.38 +0.34%
NAS F 8,467.75 +36.00 +0.43%

Index Price Change Change %
DAX F 10,308.8 +18.1 +0.18%
CAC F 4,348.2 -149.3 -3.32%
FTSE F 5,661.5 +27.1 +0.48%

Comm Price Change Change %
Gold 1,710.90 +23.10 +1.37%
Silver 15.002 +0.126 +0.85%
Oil 13.31 +1.74 +15.04%


GMT Institute
Investment Management Course ( IMC)
CF"
14,"21 Apr 20, 09:18","Good Morning

IMC Market Update
4/21/2020 8:20:23

Index Price Change Change %
LQ45 695,47 -12,62 -1,81 %
IDX 4634,82 -58,92 -1,27 %
EIDO 15,67 -0,46 -2,94 %
EEM 36,26 -0,46 -1,27 %

INDEX

Index Price Change Change %
NI225 19669,12 -204,03 -1,04 %
HSI 24380,00 -49,98 -0,21 %
KOSPI 1898,36 -11,75 -0,62 %

Index Price Change Change %
DOW 24242,49 -592,05 -2,44 %
NAS 8650,14 -89,41 -1,03 %
S&P 2874,56 -51,4 -1,79 %

Index Price Change Change %
FTSE 5786,96 25,87 0,45 %
DAX 10625,78 50,12 0,47 %
CAC 4499,00 29,3 0,65 %

VIX 38,15 5,68 14,89 %
DJUSCL 6,17 0,24 3,89 %

The 6 biggest market weights IDX

Saham Price Change Change %
BBCA 27125 -350 -1,29 %
BBRI 2830 -50 -1,77 %
TLKM 3230 -110 -3,41 %
6875 125 1,82 %
BMRI 4380 -10 -0,23 %
HMSP 1635 -45 -2,75 %

FUTURES MARKET

Index Price Change Change %
NI225 F 19,478.0 +160.0 +0.83%
HSI F 24,173.0 +84.0 +0.35%

Index Price Change Change %
DOW F 23,626.5 +138.5 +0.59%
S&P F 2,826.38 +19.88 +0.71%
NAS F 8,750.75 +58.75 +0.68%

Index Price Change Change %
DAX F 10,597.2 +62.9 +0.60%
CAC F 4,441.5 -60.0 -1.33%
FTSE F 5,746.8 +28.9 +0.51%

Comm Price Change Change %
Gold 1,703.85 -7.35 -0.43%
Silver 15.390 -224 -1.43%
Oil 21.45 +1.02 +4.99%


GMT Institute
Investment Management Course ( IMC)
CF"
15,"20 Apr 20, 09:25","Good Morning

IMC Market Watch
4/20/2020 0:00:00

Index_ Cls Price Change Change %
LQ45__ 662.69 ... 32.78 ... 4.95 %
IDX___ 4480.61 . 154.21 ... 3.44 %
EIDO__ 14.70 ...... 0.97 .... 6.6 %
EEM__ 35.47 ...... 0.79 ..... 2.23 %

NI225_ 19897.26 -183.78 -0.92 %
HSI___ 24380.00 -73.21 -0.3 %
KOSPI_ 1914.53 .... 3.77 ...... 0.2 %

DOW 30_ 23537.68 704.81 . 2.99 %
NASDAQ_ 8532.36 117.78 ... 1.38 %
S&P 500_ 2799.55 75.01 ... 2.68 %
NYSE__ 10818.03 390.27 .. 3.61 %

FTSE_ 5628.43 158.53 2.82 %
DAX_ 10301.54 324.24 3.15 %
CAC_ 4350.16 148.85 3.42 %

VIX__ 40.11 -1.96 -4.89 %
DJUSCL_ 5.77 0.4 6.93 %

The 6 biggest market weights IDX
Saham Price Change Change %
BBCA.. 26200 925 3.53 %
BBRI... 2610 220 8.43 %
TLKM.. 3000 230 7.67 %
.. 6650 225 3.38 %
BMRI.. 4210 170 4.04 %
HMSP.. 1560 75 4.81 %

GMT Institute
Investment Management Course (IMC)
CF"
16,"17 Apr 20, 09:02","Good Morning

IMC Market Watch
4/17/2020

The Dow cut its losses and ended higher Thursday, shrugging off a surge in jobless claims as investors awaited an update from President Donald Trump on the prospect of reopening the economy, even as several states extended lockdown measures.

Index_ Cls Price Change Change %
LQ45__ 694.44 ... -31.76 ... -4.57 %
IDX___ 4625.91 . -145.3 ... -3.14 %
EIDO__ 15.28 ...... -0.58 .... -3.8 %
EEM__ 35.28 ...... 0.19 ..... 0.54 %

NI225_ 19290.20 556.27 2.88 %
HSI___ 24145.34 -138.89 -0.58 %
KOSPI_ 1857.07 .... 54.41 ...... 2.93 %

DOW 30_ 23504.35 33.33 . 0.14 %
NASDAQ_ 8393.18 139.19 ... 1.66 %
S&P 500_ 2783.36 16.19 ... 0.58 %
NYSE__ 10843.92 -25.9 .. -0.24 %

FTSE_ 5597.65 30.78 0.55 %
DAX_ 10279.76 21.78 0.21 %
CAC_ 4353.72 -3.56 -0.08 %

VIX__ 40.84 -0.73 -1.79 %
DJUSCL_ 6.47 -0.7 -10.82 %

The 6 biggest market weights IDX
Saham Price Change Change %
BBCA.. 27425 -1225 -4.47 %
BBRI... 2760 -150 -5.43 %
TLKM.. 3110 -110 -3.54 %
.. 6975 -325 -4.66 %
BMRI.. 4400 -190 -4.32 %
HMSP.. 1610 -50 -3.11 %

GMT Institute
Investment Management Course (IMC)
CF"
17,"2 Mar 20, 08:52","Emiten Big Caps Rp 100 Triliun Susut

$BBCA $BMRI $TLKM $BMRI $UNVR"
18,"2 Mar 20, 08:52","Emiten Big Caps Rp 100 Triliun Susut

$BBCA $BMRI $TLKM $BMRI $UNVR"
19,"31 Jan 20, 09:23","$UNVR

Bisnis .com, JAKARTA - PT Unilever Indonesia Tbk. (UNVR) bakal melakukan sejumlah inovasi pada 2020 agar kinerja perseroan kian bertumbuh.

Direktur dan Sekretaris Perusahaan Unilever Indonesia Sancoyo Antarikso mengatakan pada tahun tikus logam perseroan menyiapkan beberapa inovasi untuk menunjang kinerja perseroan.

“Inovasi masih akan menjadi tema sentral. baik pada ways of working maupun product innovation. [Hal itu berarti] peluncuran brand baru, format baru, variant baru, relaunch product dll,” katanya kepada , Kamis (30/1/2020).


Pacu+Kinerja+2020,+Unilever+()+Lakukan+Sejumlah+Inovasi+|+Market+-+"
