,DateTime,Judul,link,News
10,"Thursday, March 19, 2020       10:42 WIB",Labil! Hari Ini Harga Emas Antam Ambles Rp 12.000/gram,"https://www.indopremier.com/ipotnews/newsDetail.php?jdl=Labil!_Hari_Ini_Harga_Emas_Antam_Ambles_Rp_12_000_gram&news_id=368202&group_news=RESEARCHNEWS&taging_subtype=KOMODITAS&name=&search=y_general&q=hargaemas,%20&halaman=1","Jakarta, CNBC Indonesia - Harga emas logam mulia acuan yang diproduksi PT Aneka Tambang Tbk (ANTM
) Kamis (19/3/2020) turun 1,54% sebesar Rp 12.000 menjadi Rp 765.000/gram, dari sebelumnya Rp 777.000/gram.
Penurunan emas Antam seiring harga emas spot dunia kamis pagi pukul 09:50 WIB yang juga turun 0,4% menjadi $ 1,480.57/troy ons , setelah naik 1% di awal sesi.
Sebelumnya, logam emas turun sekitar 3% pada hari Rabu bersama dengan logam mulia lainnya, karena investor menjual berbagai aset untuk menimbun uang tunai karena kekhawatiran terhadap gangguan ekonomi global dan potensi krisis keuangan akibat wabah virus corona.
Turunnya harga emas dunia tersebut ikut mempengaruhi harga emas Antam. Berdasarkan pencatatan data harga Logam Mulia di gerai Jakarta Gedung Antam di situs logammulia milik Antam hari ini (17/3/2020), harga tiap gram emas Antam ukuran 100 gram melemah menjadi Rp 76,5 juta dari harga kemarin Rp 77 juta per batang.
Emas Antam kepingan 100 gram lumrah dijadikan acuan transaksi emas secara umum, tidak hanya emas Antam. Harga emas Antam di gerai penjualan lain bisa berbeda.
Di sisi lain, harga beli kembali (buyback) emas Antam hari ini ditetapkan pada Rp 732.000/gram, melemah1,72% sebesar Rp 13.000 dari posisi kemarin Rp 745.000/gram.
Harga itu menunjukkan harga beli yang harus dibayar Antam jika pemilik batang emas bersertifikat ingin menjual kembali investasi tersebut.
Untuk jenis lain, Antam juga menawarkan emas batik dan emas tematik serta menampilkan harga hariannya di situs yang sama.
Di sisi lain, Antam juga menjual emas batangan dengan dasar ukuran mulai 1 gram hingga 500 gram di berbagai gerai yang tersedia di berbagai kota, dari Medan hingga Makassar.
Harga dan ketersediaan emas di tiap gerai bisa berbeda. Harga emas tersebut sudah termasuk PPh 22 0,9%. Masyarakat bisa menyertakan NPWP untuk memperoleh potongan pajak lebih rendah yaitu 0,45%.
Beberapa faktor yang mempengaruhi harga emas adalah nilai tukar rupiah, penawaran-permintaan, permintaan industri emas, isu global, tingkat inflasi, dan tingkat suku bunga.
(har/har)

"
11,16 March 2020 20:27,"Saham Turun 47%, Antam Rogoh Kocek Rp 100 M untuk Buyback",https://www.cnbcindonesia.com/market/20200316201516-17-145342/saham-turun-47-antam-rogoh-kocek-rp-100-m-untuk-buyback,
12,"Sabtu, 14 Maret 2020 / 07:52 WIB","Harga emas Antam turun lagi Rp 3.000 menjadi Rp 809.000 per gram, Sabtu (14/3)",https://investasi.kontan.co.id/news/harga-emas-antam-turun-lagi-rp-3000-menjadi-rp-809000-per-gram-sabtu-143,"KONTAN.CO.ID - JAKARTA. Harga emas batangan bersertifikat Antam keluaran Logam Mulia PT Aneka Tambang Tbk (ANTM) kembali turun pada Sabtu (14/3). Mengutip situs Logam Mulia, harga pecahan satu gram emas Antam berada di Rp 809.000. Harga emas Antam ini turun Rp 3.000 per gram dari harga Jumat (13/3) di Rp 812.000. Sementara, harga pembelian kembali atau buyback emas Antam turun Rp 4.000 jadi Rp 730.000. Berikut harga emas batangan Antam dalam pecahan lainnya per hari ini dan belum termasuk pajak:  Harga emas 0,5 gram: Rp 429.000  Keterangan: Logam Mulia Antam menjual emas dan perak batangan dalam beberapa ukuran berat (misalnya 1 gram, 2 gram, dan 500 gram). Biasanya harga per gram emas Antam akan berbeda tergantung berat batangnya. Perbedaan ini terjadi karena ada biaya tambahan untuk pencetakan, sehingga harga per gram emas Antam batang kecil lebih mahal dari batang yang lebih besar. Harga yang ada di sini adalah harga per gram emas batang 1 kilogram yang biasa dijadikan patokan pelaku bisnis emas. Banjir stimulus ekonomi global, harga saham pun bakal terkerek             "
13,error,error,error,error
14,error,error,error,error
15,"Tuesday, March 10, 2020       09:18 WIB","Harga Emas Antam Lengser Dari Zona Puncak, Susut Rp9 Ribu/Gram",https://www.indopremier.com/ipotnews/newsDetail.php?jdl=Harga_Emas_Antam_Lengser_Dari_Zona_Puncak__Susut_Rp9_Ribu_Gram&news_id=116764&group_news=IPOTNEWS&taging_subtype=KOMODITAS&name=&search=y_general&q=emasantam&halaman=1,"Ipotnews - Harga emas dari PT Aneka Tambang (Persero) Tbk [ANTM
] kembali melemah setelah menyentuh angka rekor tertinggi. Tercatat hari ini, Selasa (10/3) emas ANTM
terkoreksi sebesar Rp9.000 per gram dari Rp851.000 menjadi Rp842.000. Kemudian untuk harga perak juga melemah Rp200 dari Rp8.500 per gram menjadi Rp8.300.
Untuk buy back emas ANTM
juga melemah Rp9.000 per gram yaitu dari Rp776.000 menjadi Rp767.000. Mengacu pada PMK No 34/PMK.10/2017, penjualan kembali emas batangan ke PT ANTAM Tbk (ANTM
) dengan nominal lebih dari Rp10 juta, dikenakan PPh 22 sebesar 1,5 persen (untuk pemegang NPWP dan 3 persen untuk non NPWP ). PPh 22 atas transaksi buy back dipotong langsung dari total nilai buy back.
Dikutip dari situs logammulia.com, secara rinci harga emas Antam di pasar spot yaitu :
1. Emas batangan seberat 0,5 gram sebesar Rp445.000,
2. Emas batangan seberat 1 gram sebesar Rp842.000
3. Emas batangan seberat 2 gram sebesar Rp1.633.000,
4. Emas batangan seberat 3 gram sebesar Rp2.428.000,
5. Emas batangan seberat 5 gram sebesar Rp4.030.000,
6. Emas batangan seberat 10 gram sebesar Rp7.995.000,
7. Emas batangan seberat 25 gram sebesar Rp19.880.000,
8. Emas batangan seberat 50 gram sebesar Rp39.685.000,
9. Emas batangan seberat 100 gram sebesar Rp79.300.000.(Marjudin)

"
16,"Senin, 09 Maret 2020 / 05:19 WIB","Harga emas Antam naik Rp 5.000 pada Sabtu (7/3), bagaimana hari ini?",https://investasi.kontan.co.id/news/harga-emas-antam-naik-rp-5000-pada-sabtu-73-bagaimana-hari-ini,"KONTAN.CO.ID - JAKARTA. Harga emas 24 karat keluaran Logam Mulia PT Aneka Tambang Tbk (ANTM) naik Rp 5.000 per gram pada Sabtu (7/3). Mengutip situs Logam Mulia, harga pecahan 1 gram emas Antam pada Sabtu (7/3) berada di Rp 842.000. Harga emas Antam ini naik Rp 5.000 per gram dari harga Jumat (5/3) di Rp 837.000. Adapun harga pembelian kembali atau buyback emas Antam menjadi Rp 760.000. Di Butik Emas Logam Mulia - Pulo Gadung, Jakarta, harga emas ukuran 0,5 gram adalah Rp 445,500. Adapun harga emas ukuran 2 gram dan 5 gram, masing-masing Rp 1.633.000 dan Rp 4.030.000.   Berikut tabel harga emas batangan Antam dalam pecahan lainnya, belum termasuk pajak.   Sumber: Logam Mulia Logam Mulia Antam menjual emas dan perak batangan dalam beberapa ukuran berat (misalnya 1 gram, 2 gram, dan 500 gram). Biasanya harga per gram emas Antam akan berbeda tergantung berat batangnya. Perbedaan ini terjadi karena ada biaya tambahan untuk pencetakan, sehingga harga per gram emas Antam batang kecil lebih mahal dari batang yang lebih besar. Banjir stimulus ekonomi global, harga saham pun bakal terkerek             "
17,error ya,error ya,error,error ya
18,error,error,error,error
19,"Kamis, 05 Maret 2020 / 09:27 WIB",Harga emas Antam turun Rp 5.000 ke Rp 822.000 pada Kamis (5/3),https://investasi.kontan.co.id/news/harga-emas-antam-turun-rp-5000-ke-rp-822000-pada-kamis-53,"KONTAN.CO.ID - JAKARTA. Harga emas batangan bersertifikat Antam keluaran Logam Mulia PT Aneka Tambang Tbk (ANTM) turun pada Kamis (5/3). Mengutip situs Logam Mulia, harga pecahan satu gram emas Antam berada di Rp 822.000. Harga emas Antam ini turun Rp 5.000 per gram dari harga Rabu (4/3) di Rp 827.000. Sementara, harga pembelian kembali atau buyback emas Antam juga turun Rp 5.000 jadi Rp 744.000. Berikut harga emas batangan Antam dalam pecahan lainnya per hari ini dan belum termasuk pajak:  Keterangan: Logam Mulia Antam menjual emas dan perak batangan dalam beberapa ukuran berat (misalnya 1 gram, 2 gram, dan 500 gram). Biasanya harga per gram emas Antam akan berbeda tergantung berat batangnya. Perbedaan ini terjadi karena ada biaya tambahan untuk pencetakan, sehingga harga per gram emas Antam batang kecil lebih mahal dari batang yang lebih besar. Harga yang ada di sini adalah harga per gram emas batang 1 kilogram yang biasa dijadikan patokan pelaku bisnis emas. Banjir stimulus ekonomi global, harga saham pun bakal terkerek            "
20,"Tuesday, March 03, 2020       09:34 WIB","Harga Emas Antam Naik Lagi, Bertambah Rp5.000/Gram","https://www.indopremier.com/ipotnews/newsDetail.php?jdl=Harga_Emas_Antam_Naik_Lagi__Bertambah_Rp5_000_Gram&news_id=116492&group_news=IPOTNEWS&taging_subtype=PG002&name=&search=y_general&q=,&halaman=1","Ipotnews - Harga emas dari PT Aneka Tambang (Persero) Tbk [ANTM
] kembali memperpanjang catatan penguatannya hari ini, Selasa (3/3). Harga emas ANTM
menguat sebesar Rp5.000 per gram dari Rp810.000 menjadi Rp815.000. Kemudian untuk harga perak stabil di level Rp8.300 per gram.
Untuk buy back emas ANTM
juga naik Rp5.000 per gram yaitu dari Rp732.000 menjadi Rp737.000. Mengacu pada PMK No 34/PMK.10/2017, penjualan kembali emas batangan ke PT ANTAM Tbk (ANTM
) dengan nominal lebih dari Rp10 juta, dikenakan PPh 22 sebesar 1,5 persen (untuk pemegang NPWP dan 3 persen untuk non NPWP ). PPh 22 atas transaksi buy back dipotong langsung dari total nilai buy back.
Dikutip dari situs logammulia.com, secara rinci harga emas Antam di pasar spot yaitu :
1. Emas batangan seberat 0,5 gram sebesar Rp432.000,
2. Emas batangan seberat 1 gram sebesar Rp815.000
3. Emas batangan seberat 2 gram sebesar Rp1.579.000,
4. Emas batangan seberat 3 gram sebesar Rp2.347.000,
5. Emas batangan seberat 5 gram sebesar Rp3.895.000,
6. Emas batangan seberat 10 gram sebesar Rp7.725.000,
7. Emas batangan seberat 25 gram sebesar Rp19.205.000,
8. Emas batangan seberat 50 gram sebesar Rp38.335.000,
9. Emas batangan seberat 100 gram sebesar Rp76.600.000.(Marjudin)

"
